29	道	975124	21.409450787062	dao4	direction/way/method/road/path/principle/truth/reason/skill/method/Tao (of Taoism)/a measure word/to say/to speak/to talk
30	出	953481	21.777799741368	chu1	to go out/to come out/to occur/to produce/to go beyond/to rise/to put forth/to occur/to happen/(a measure word for dramas, plays, or operas)
31	而	929477	22.136875466004	er2	and/as well as/but (not)/yet (not)/(shows causal relation)/(shows change of state)/(shows contrast)
32	要	923479	22.493634042182	yao1/yao4	demand/ask/request/coerce, important/vital/to want/to be going to/must
33	于	899185	22.841007355838	yu2	(surname), in/at/to/from/by/than/out of
34	就	896623	23.187390917184	jiu4	at once/then/right away/only/(emphasis)/to approach/to move towards/to undertake
35	下	890602	23.53144844471	xia4	under/second (of two parts)/next (week, etc.)/lower/below/underneath/down(wards)/to decline/to go down/latter
36	得	889089	23.874921469799	de2/de/dei3	obtain/get/gain/proper/suitable/proud/contented/allow/permit/ready/finished, a sentence particle used after a verb to show effect/degree or possibility, to have to/must/ought to/to need to
37	可	882946	24.216021330004	ke3	can/may/able to/certain(ly)/to suit/(particle used for emphasis)
38	你	873080	24.553309755285	ni3	you
39	年	856439	24.884169426403	nian2	year
40	生	825031	25.202895553216	sheng1	to be born/to give birth/life/to grow
41	自	805928	25.514241805575	zi4	from/self/oneself/since
42	会	799450	25.82308547579	hui4/kuai4	can/be possible/be able to/to assemble/to meet/to gather/to see/union/group/association, to balance an account/accounting
43	那	787003	26.127120618688	na3/na4/nei4	how/which, that/those, that/those/(sometimes used before a measure word, especially in Beijing)
44	后	768948	26.424180750684	hou4	empress/queen/surname, back/behind/rear/afterwards/after/later
45	能	757975	26.717001791313	neng2	can/may/capable/energy/able
46	对	753470	27.008082459518	dui4	couple/pair/to be opposite/to oppose/to face/for/to/correct (answer)/to answer/to reply/to direct (towards sth)/right
47	着	746931	27.296636980047	zhao1/zhao2/zhe/zhu4/zhuo2	catch/receive/suffer, part. indicates the successful result of a verb/to touch/to come in contact with/to feel/to be affected by/to catch fire/to fall asleep/to burn, -ing part. (indicates an action in progress)/part. coverb-forming after some verbs, to make known/to show/to prove/to write/book/outstanding, to wear (clothes)/to contact/to use/to apply
48	事	727218	27.57757597081	shi4	matter/thing/item/work/affair
49	其	705736	27.850216031405	qi2	his/her/its/theirs/that/such/it (refers to sth preceding it)
50	里	703578	28.122022413045	li3	inside/internal/interior, village/within/inside, Chinese mile/neighborhood/li, a Chinese unit of length = one-half kilometer/hometown
51	所	702060	28.393242360648	suo3	actually/place
52	去	693796	28.661269758259	qu4	to go/to leave/to remove
53	行	693612	28.929226072956	hang2/xing2/xing4	a row/profession/professional, all right/capable/competent/OK/okay/to go/to do/to travel/temporary/to walk/to go/will do, behavior/conduct
54	过	688510	29.19521138208	guo4	(experienced action marker)/to cross/to go over/to pass (time)/to celebrate (a holiday)/to live/to get along/(surname)/excessively/too-
55	家	684994	29.459838389442	jia1	furniture/tool, -ist/-er/-ian/home/family/a person engaged in a certain art or profession
56	十	642830	29.708176592611	shi2	ten/10
57	用	631677	29.952206166781	yong4	to use
58	发	628955	30.195184177413	fa1/fa4	to send out/to show (one's feeling)/to issue/to develop, hair
59	天	625527	30.436837882458	tian1	day/sky/heaven
60	如	624014	30.677907085067	ru2	as (if)/such as
61	然	623602	30.91881712376	ran2	correct/right/so/thus/like this/-ly
62	作	620223	31.158421786555	zuo4	to regard as/to take (somebody) for/to do/to make
63	方	588952	31.38594583091	fang1	square/quadrilateral/direction/just
64	成	586444	31.612500984247	cheng2/cheng4	finish/complete/accomplish/become/turn into/win/succeed/one tenth, finish/complete/accomplish/become/turn into/win/succeed/one tenth
65	者	580331	31.836694562306	zhe3	-ist, -er (person)/person (who does sth)
66	多	578867	32.060322567617	duo1	many/much/a lot of/numerous/multi-
67	日	570839	32.2808491945	ri4	Japan/day/sun/date/day of the month
68	都	566108	32.499548140598	dou1/du1	all/both (if two things are involved)/entirely (due to)each/even/already, (surname)/metropolis/capital city
69	三	563056	32.717068037498	san1	three/3
70	小	552432	32.930483668774	xiao3	small/tiny/few/young
71	军	551130	33.143396311172	jun1	army/military/arms
72	二	549803	33.355796306688	er4	two/2
73	无	549739	33.568171577712	wu2	-less/not to have/no/none/not/to lack/un-
74	同	547305	33.77960654541	tong2	like/same/similar/together/alike/with
75	么	540353	33.988355815198	ma/me/yao1	(interrog. part.), (interrog. suff.), one on dice/small
76	经	534113	34.194694447044	jing1	classics/sacred book/pass through/to undergo/scripture
77	法	532100	34.400255416362	fa3	law/method/way/Buddhist teaching/Legalist/France (abbrev.)
78	当	531549	34.605603523259	dang1/dang4	to be/to act as/manage/withstand/when/during/ought/should/match equally/equal/same/obstruct/just at (a time or place)/on the spot/right/just at, at or in the very same.../to pawn/suitable/adequate/fitting/proper/replace/represent
79	起	527805	34.809505247391	qi3	to rise/to raise/to get up
80	与	527717	35.013372975347	yu2/yu3/yu4	(interrog. part.), and/to give/together with, take part in
81	好	523853	35.215747962117	hao3/hao4	good/well, be fond of
82	看	522612	35.417643525539	kan1/kan4	to look after/to take care of/to watch/to guard, it depends/think/to see/to look at
83	学	519314	35.618265004998	xue2	learn/study/science/-ology
84	进	519121	35.818811924663	jin4	advance/enter/to come in
85	种	518324	36.019050947141	zhong3/zhong4	kind/type/race/breed/seed/species (taxonomy), to plant/to cultivate
86	将	515931	36.218365505421	jiang1/jiang4	(will, shall, "future tense")/ready/prepared/to get/to use, a general
87	还	515814	36.417634864241	hai2/huan2/huan4	also/in addition/more/still/else/still/yet/(not) yet, (surname)/pay back/return
88	分	513236	36.615908289628	fen1/fen4	to divide/minute/(a measure word)/(a unit of length = 0.33 centimeter), part
89	此	509513	36.812743444975	ci3	this/these
90	心	509223	37.009466567469	xin1	heart/mind
91	前	502905	37.203748919047	qian2	before/in front/ago/former/previous/earlier/front
92	面	500323	37.397033791913	mian4	fade/side/surface/aspect/top/face/flour/noodles, flour/noodles
93	又	499259	37.589907620105	you4	(once) again/also/both... and.../again
94	定	498753	37.782585970283	ding4	to set/to fix/to determine/to decide/to order
95	见	494388	37.973578032864	jian4/xian4	to see/to meet/to appear (to be sth)/to interview, appear
96	只	492220	38.163732553288	qi2/zhi1/zhi3	earth-spirit/peace, (a measure word, for birds and some animals, etc.)/single/only, M for one of a pair, only/merely/just/but, but/only
97	主	488294	38.352370380674	zhu3	to own/to host/master/lord/primary
98	没	482203	38.538655131826	mei2/mo4	(negative prefix for verbs)/have not/not, drowned/to end/to die/to inundate
99	公	481058	38.724497546368	gong1	just/honorable (designation)/public/common
100	从	479545	38.909755458474	cong1/cong2/zong4	lax/yielding/unhurried, from/obey/observe/follow, second cousin
101	知	478175	39.09448411193	zhi1	to know/to be aware
102	使	474686	39.277864894267	shi3	to make/to cause/to enable/to use/to employ/messenger
103	部	469765	39.459344594984	bu4	ministry/department/section/part/division/troops/board/(a measure word)/(a measure word for works of literature, films, machines, etc.)
104	本	460452	39.637226495838	ben3	roots or stems of plants/origin/source/this/the current/root/foundation/basis/(a measure word)
105	动	460190	39.815007180804	dong4	to use/to act/to move/to change
106	现	448443	39.988249762581	xian4	appear/present/now/existing/current
107	因	447628	40.16117749341	yin1	cause/reason/because
108	开	445304	40.333207416133	kai1	open/operate (vehicle)/start
109	些	443507	40.504543121488	xie1	some/few/several/(a measure word)
110	理	438969	40.674125705852	li3	reason/logic/science/inner principle or structure
111	长	435608	40.842409868082	chang2/zhang3	length/long/forever/always/constantly, chief/head/elder/to grow/to develop
112	明	431242	41.009007356394	ming2	clear/bright/to understand/next/the Ming dynasty
113	样	427091	41.174001229626	yang4	manner/pattern/way/appearance/shape
114	意	426998	41.338959175082	yi4	idea/meaning/wish/desire/(abbr.) Italy
115	已	424214	41.502841605148	yi3	already/to stop/then/afterwards
116	月	419841	41.665034657054	yue4	moon/month
117	正	418927	41.826874612313	zheng1/zheng4	Chinese 1st month of year, just (right)/main/upright/straight/correct/principle
118	想	414092	41.986846709488	xiang3	to think/to believe/to suppose/to wish/to want/to miss
119	实	413400	42.146551473096	shi2	real/true/honest/really/solid
120	把	413102	42.30614111329	ba3/ba4	(a measure word)/(marker for direct-object)/to hold/to contain/to grasp/to take hold of, handle
121	但	407619	42.463612559921	dan4	but/yet/however/only/merely/still
122	相	405217	42.620156065473	xiang1/xiang4	each other/one another/mutually, appearance/portrait/picture
123	两	401885	42.775412352175	liang3	both/two/ounce/some/a few/tael
124	民	399162	42.92961668902	min2	the people/nationality/citizen
125	她	396728	43.082880722539	ta1	she
126	力	395169	43.235542482893	li4	power/force/strength
127	文	393026	43.387376359095	wen2	language/culture/writing/formal/literary
128	等	385159	43.536171054418	deng3	class/rank/grade/equal to/same as/wait for/await/et cetera/and so on
129	外	381751	43.683649170558	wai4	outside/in addition/foreign/external
130	第	381706	43.83110990229	di4	(prefix before a number, for ordering numbers, e.g. "first", "number two", etc)
131	王	379946	43.977890710499	wang2	king/Wang (proper name)
132	高	375260	44.122861222332	gao1	high/tall
133	问	375219	44.267815895037	wen4	to ask
134	太	368194	44.410056668458	tai4	highest/greatest/too (much)/very/extremely
135	头	365620	44.551303053727	tou2/tou	head, suff. for nouns
136	情	361407	44.690921872067	qing2	feeling/emotion/passion/situation
137	西	360898	44.830344053433	xi1	west
138	机	354595	44.967331258686	ji1	machine/opportunity/secret
139	它	352358	45.10345426569	ta1	it
140	回	349622	45.238520300674	hui2	(a measure word for matters or actions) a time/to circle/to go back/to turn around/to answer/to return/to revolve/Islam
141	并	348479	45.373144771688	bing4	and/furthermore/(not) at all/simultaneously/also/together with/to combine/to join/to merge, amalgamate/combine, and/also/together with
142	间	347175	45.507265481184	jian1/jian4	between/among/space/(measure word), interstice/separate
143	手	343849	45.640101289752	shou3	hand/convenient
144	四	342645	45.77247196882	si4	four/4
145	关	338479	45.903233238006	guan1	(surname)/mountain pass/to close/to shut/to turn off/to concern/to involve
146	重	336945	46.033401892031	chong2/zhong4	to double/to repeat/repetition/iteration/again/a layer, heavy/serious
147	应	335956	46.163188475395	ying1/ying4	ought, (surname)/to answer/to respond
148	工	335844	46.292931790899	gong1	work/worker/skill/profession/trade/craft/labor
149	性	335119	46.42239502427	xing4	sex/nature/surname/suffix corresponding to -ness or -ity
150	全	334320	46.551549587815	quan2	all/whole/entire/every/complete
151	门	332554	46.680021909917	men2	opening/door/gate/doorway/gateway/valve/switch/way to do something/knack/family/house/(religious) sect/school (of thought)/class/category/phylum or division (taxonomy)
152	老	330336	46.807637373854	lao3	(a prefix used before the surname of a person or a numeral indicating the order of birth of the children in a family to indicate affection or familiarity)/old (of people)
153	点	328999	46.934736327706	dian3	(downwards-right convex character stroke)/o'clock/(a measure word)/point/dot/(decimal) point)
154	身	328932	47.061809398105	shen1	body/torso/person/life/status/pregnancy/(a measure word used for clothes) suit
155	东	327320	47.18825972037	dong1	east
156	由	325324	47.31393894755	you2	follow/from/it is for...to/reason/cause/because of/due to/by/to/to leave it (to sb)
157	何	322946	47.438699505335	he2	carry/what/how/why/which
158	向	321661	47.562963641685	xiang4	direction/part/side/towards/to/guide/opposite to, guide/opposite to
159	至	321344	47.687105314536	zhi4	arrive/most/to/until
160	物	319368	47.810483618707	wu4	thing/object/matter
161	战	318371	47.933476761655	zhan4	to fight/fight/war/battle
162	业	317670	48.056199094155	ye4	business/occupation/study
163	被	313299	48.177232821135	bei4	by (marker for passive-voice sentences or clauses)/quilt/blanket/to cover/to wear
164	政	312656	48.298018144238	zheng4	political/politics/government
165	内	311761	48.418457710777	nei4	inside/inner/internal/within/interior
166	五	308020	48.537452053512	wu3	five/5
167	儿	305035	48.655293230501	er2/er	son, non-syllabic dimi. suff.
168	及	304812	48.77304825809	ji2	to reach/and
169	入	303568	48.89032270337	ru4	to enter
170	先	300824	49.006537086069	xian1	early/prior/former/in advance/first
171	己	298988	49.122042184912	ji3	6th heavenly stem/self
172	安	298920	49.237521013983	an1	content/calm/still/quiet/to pacify/peace
173	或	297232	49.352347734585	huo4	maybe/perhaps/might/possibly/or
174	利	297094	49.467121143002	li4	advantage/benefit/profit/sharp
175	很	295989	49.581467667616	hen3	very/extremely
176	最	295871	49.695768606449	zui4	(the) most/-est
177	书	294716	49.809623345471	shu1	book/letter
178	制	294358	49.923339781867	zhi4	system/to make/to manufacture/to control/to regulate, manufacture
179	美	294066	50.03694341277	mei3	America/beautiful
180	山	294052	50.15054163519	shan1	mountain/hill
181	体	292879	50.263686704036	ti3	body/form/style/system
182	什	292046	50.376509968169	shen2/shi2	what, tenth (used in fractions)
183	新	292023	50.489324346939	xin1	meso- (chem.)/new/newly
184	话	288975	50.60096122179	hua4	dialect/language/spoken words/speech/talk/words/conversation/what someone said
185	名	288423	50.712384847901	ming2	name/(measure word for persons)/place (e.g. among winners)
186	曰	287471	50.823440697198	yue1	to speak/to say
187	合	286526	50.934131473922	ge3/he2	one-tenth of a peck, Chinese musical note/fit/to join
188	加	285956	51.044602048141	jia1	to add/plus
189	世	285612	51.154939728218	shi4	life/age/generation/era/world/lifetime
190	平	284064	51.264679384652	ping2	flat/level/equal/to make the same score/to tie/to draw/calm/peaceful
191	水	283242	51.374101485895	shui3	water/river
192	常	277715	51.481388395487	chang2	always/ever/often/frequently/common/general/constant
193	果	276586	51.588239149593	guo3	fruit/result
194	位	275376	51.694622456278	wei4	position/location/(measure word for persons)/place/seat
195	信	273447	51.800260551329	xin4	letter/true/to believe/sign/evidence
196	度	272759	51.905632858095	du4	capacity/degree/standard
197	产	272529	52.010916311219	chan3	to reproduce/to produce/give birth/products/produce/resources/estate/property
198	立	271915	52.115962563751	li4	set up/to stand
199	声	268157	52.219557025035	sheng1	sound/voice/(a measure word, used for sounds)/tone/noise
200	南	265435	52.322099922782	nan2	south
201	代	262935	52.423677020071	dai4	substitute/replace/generation/dynasty/geological era/era/age/period
202	走	261360	52.524645663072	zou3	to walk/to go/to move
203	女	261223	52.625561380208	nv3	female/woman
204	言	261011	52.726395197465	yan2	to speak/to say/talk/word
205	马	260992	52.827221674639	ma3	horse/horse chess piece/Surname
206	金	260759	52.92795813921	jin1	metal/money/gold
207	处	260074	53.028429974456	chu3/chu4	to reside/to live/to dwell/to be in/to stay/get along with/to be in a position of/deal with, a place/location/spot/point/office/department/bureau/respect
208	便	260027	53.128883652654	bian4/pian2	ordinary/plain/convenient/handy/easy/then/so/thus/to relieve oneself, advantageous/cheap
209	通	259794	53.229247318248	tong1	go through/know well/to connect/to communicate/open
210	命	259572	53.329525220762	ming4	life/fate
211	特	258777	53.429495998731	te2/te4	special/unusual/extraordinary, male animal/special (-ly)
212	给	258770	53.529464072459	gei3/ji3	to/for/for the benefit of/to give/to allow/to do sth (for sb)/(passive particle), to supply/provide
213	数	258367	53.629276459152	shu3/shu4/shuo4	to count, number/figure/to count/to calculate/several, frequently/repeatedly
214	次	257687	53.728826148122	ci4	nth/number (of times)/order/sequence/next/second(ary)/(measure word)
215	海	257683	53.82837429181	hai3	ocean/sea
216	今	255280	53.9269941081	jin1	today/modern/present/current/this/now
217	表	253700	54.0250035385	biao3	surface/exterior/to watch/to show/express/an example/a list or table/a meter/a watch/chart/external
218	原	252921	54.122712025477	yuan2	former/original/primary/raw/level/cause/source
219	斯	252553	54.220278346628	si1	(phonetic)/this
220	义	251400	54.317399240607	yi4	justice/righteousness/meaning
221	各	251121	54.414412351256	ge4	each/every
222	州	250213	54.511074683178	zhou1	(United States) state/province/sub-prefecture
223	化	249950	54.607635412893	hua4	to make into/to change into/-ization/to ... -ize/to transform
224	口	248531	54.703647954267	kou3	mouth/(a measure word)
225	任	247884	54.799410546484	ren4	to assign/to appoint/office/responsibility
226	真	247861	54.895164253336	zhen1	real/true/genuine
227	才	247684	54.990849581516	cai2	ability/talent/endowment/gift/an expert/only (then)/only if/just, just/not until
228	几	246354	55.086021103853	ji1/ji3	small table, almost, a few/how many, how much/how many/several/a few
229	教	246018	55.181062822608	jiao1/jiao4	teach, religion/teaching
230	官	245501	55.275904813828	guan1	official/government
231	少	244389	55.370317217006	shao3/shao4	few/little/lack, young
232	司	243171	55.4642590822	si1	company/control
233	德	241664	55.557618762879	de2	Germany/virtue/goodness/morality/ethics/kindness/favor/character/kind
234	解	241482	55.650908133285	jie3/jie4/xie4	to separate/to divide/to break up/to loosen/to explain/to untie/to emancipate, transport under guard, (surname)
235	神	240679	55.743887288583	shen2	God/unusual/mysterious/soul/spirit/divine essence/lively/spiritual being
236	则	240668	55.83686219436	ze2	(expresses contrast with a previous sentence or clause)/standard/norm/rule/to imitate/to follow/then/principle
237	必	240301	55.92969532063	bi4	certainly/must/will/necessarily
238	兵	239668	56.022283906223	bing1	soldiers/a force/an army/weapons/arms/military/warlike
239	气	239284	56.114724144867	qi4	air/anger/gas, gas/air/smell/weather/vital breath/to make sb. angry/to get angry/to be enraged
240	打	234961	56.20549432136	da2/da3	dozen, beat/strike/break/mix up/build/fight/fetch/make/tie up/issue/shoot/calculate/since/from
241	员	231929	56.295093175058	yuan2	person/employee/member
242	再	231643	56.384581541184	zai4	again/once more/re-/second/another
243	论	230429	56.473600914608	lun2/lun4	the Analects (of Confucius), by the/per/discuss/theory/to talk (about)/to discuss
244	别	230248	56.562550364079	bie2/bie4	leave/depart/separate/distinguish/classify/other/another/do not/must not/to pin, contrary/difficult/awkward
245	听	229502	56.651211618694	ting1/ting4	listen/hear/obey, let/allow
246	提	228659	56.739547205394	di1/ti2	carry (suspended), to carry/to lift/to put forward/(upwards character stroke)/lifting (brush stroke in painting)/to mention
247	万	225020	56.826476972949	wan4	Wan (surname)/ten thousand/a great number
248	死	224342	56.91314481542	si3	to die/inpassable/uncrossable/inflexible/rigid
249	更	224311	56.999800681965	geng1/geng4	to change, more/even more/further/still/still more
250	比	223847	57.086277295945	bi3/bi4	(particle used for comparison and "-er than")/to compare/to contrast/to gesture (with hands)/ratio, associate with/be near
251	受	223405	57.172583156404	shou4	to bear/to stand/to endure/(passive marker)/to receive
252	百	222693	57.258613956894	bai3	hundred
253	做	222207	57.344457005774	zuo4	to do/to make/to produce
254	尔	221448	57.430006837635	er3	thus/so/like that/you/thou
255	即	219756	57.514903015747	ji2	namely/right away/to approach/to draw near
256	元	219138	57.599560447986	yuan2	(dynasty)/dollar/primary/first
257	报	218668	57.68403630974	bao4	to announce/to inform/report/newspaper/recompense/revenge
258	直	217947	57.768233634641	zhi2	straight/vertical/frank/directly/straightly/upright
259	白	217439	57.852234708889	bai2	white/snowy/empty/blank/bright/clear/plain/pure/gratuitous
260	总	217392	57.936217626089	zong3	always/to assemble/gather/total/overall/head/chief/general/in every case
261	非	214873	58.019227402748	fei1	non-/not-/un-
262	建	214355	58.102037065552	jian4	to establish/to found/to set up/to build/to construct
263	夫	214198	58.184786076087	fu1	porter, husband/man
264	北	213780	58.267373604786	bei3	north
265	未	212384	58.34942183051	wei4	1-3 p.m./8th earthly branch/not yet/did not/have not/not
266	张	212169	58.431386997394	zhang1	(a measure word)/(a surname)/open up
267	令	212038	58.513301556335	ling4	make or cause to be/order/command/decree/honorable
268	反	211868	58.595150440844	fan3	wrong side out or up/anti-
269	士	210778	58.676578236354	shi4	scholar/warrior/knight
270	师	210062	58.757729426613	shi1	a division (milit.)/teacher/master/expert/model
271	许	209335	58.838599762099	xu3	to allow/to permit/to praise/(surname)
272	条	208509	58.919150997114	tiao2	measure word for long, thin things (i.e. ribbon, river, etc.)/a strip/item/article
273	变	208335	58.999635012418	bian4	to change/to become different/to transform/to vary/rebellion
274	系	206564	59.079434854677	xi4	be/connection/relation/tie up/bind, be/system/to tie/department/faculty, connect/to tie
275	计	206493	59.159207268203	ji4	to calculate/to compute/to count/reckon/ruse/to plan
276	且	206487	59.238977363808	qie3	further/moreover
277	认	205316	59.318295078479	ren4	to recognize/to know/to admit
278	目	204611	59.397340437422	mu4	eye/item/section/list/catalogue/table of contents/order (taxonomy)/goal/name/title
279	光	203558	59.475979001211	guang1	light/ray/bright
280	管	203142	59.554456855804	guan3	to take care (of)/to control/to manage/to be in charge of/to look after/to run/tube/pipe
281	路	202678	59.632755457833	lu4	(surname)/road/path/way
282	接	202523	59.710994180233	jie1	to extend/to connect/to receive/to join
283	城	202054	59.789051718468	cheng2	city walls/city/town
284	活	201464	59.866881327794	huo2	to live/alive/living/work/workmanship
285	保	200525	59.944348182469	bao3	to defend/to protect/to insure or guarantee/to maintain/hold or keep/to guard
286	结	200169	60.021677507159	jie1/jie2	knot/sturdy/to bear (fruit)/bond/to tie/to bind
287	题	199953	60.098923386689	ti2	topic/subject/to inscribe/to superscribe
288	却	198653	60.175667049981	que4	but/yet/however/while/to go back/to decline/to retreat/nevertheless
289	指	193925	60.250584191449	zhi3	finger/to point/to direct/to indicate
290	感	193691	60.325410933994	gan3	to feel/to move/to touch/to affect
291	难	192766	60.39988033037	nan2/nan4	difficult (to...)/problem/difficulty/difficult/not good, disaster/distress/to scold
292	量	192572	60.47427478063	liang2/liang4	to measure, capacity/quantity/amount/to estimate
293	务	192395	60.548600852218	wu4	affair/business/matter
294	治	192218	60.622858545133	zhi4	to rule/to govern/to manage/to control/to harness (a river)/cure/treatment/to heal
295	取	189740	60.696158936635	qu3	to take/to get/to choose/to fetch
296	场	189200	60.769250715239	chang3	a courtyard/open space/place/field/a measure word/(a measure word, used for sport or recreation)
297	思	188730	60.842160923357	si1	to think/to consider
298	电	188078	60.914819250715	dian4	electric/electricity/electrical
299	空	187864	60.987394905554	kong1/kong4	air/sky/empty/in vain, emptied/leisure
300	边	187718	61.059914157647	bian1	side/edge/margin/border/boundary
301	统	187270	61.132260338297	tong3	to gather/to unite/to unify/whole
302	件	186928	61.204474397445	jian4	a measure word for thing, clothes, item
303	期	186675	61.276590717587	qi1	a period of time/phase/stage/(used for issue of a periodical, courses of study)/time/term/period/to hope
304	克	185512	61.348257747356	ke4	gram/subdue/to restrain/to overcome, subdue
305	帝	185402	61.419882281905	di4	emperor
306	亲	184741	61.491251458813	qin1/qing4	dear/intimate/parent/relation/closely related, parents-in-law of one's offspring
307	复	184103	61.562374163444	fu4	again/recover/reply to a letter/to repeat/to duplicate, repeat, double, overlap
308	住	183990	61.633453213895	zhu4	to live/to dwell/to reside/to stop
309	请	183411	61.704308584959	qing3	to ask/to invite/please (do sth)/to treat (to a meal, etc)/to request
310	市	182781	61.774920574309	shi4	market/city
311	六	182450	61.845404691678	liu4	six/6
312	放	181974	61.91570492064	fang4	to release/to free/to let go/to put/to place/to let out
313	风	180844	61.985568607795	feng1	wind/news/style/custom/manner
314	资	180714	62.055382073326	zi1	resources/capital/to provide/to supply/to support/money/expense
315	求	180685	62.125184335573	qiu2	to seek/to look for/to request/to demand/to beseech
316	史	180461	62.194900062098	shi3	history
317	色	178066	62.263690551785	se4/shai3	color/look/appearance, color/dice
318	形	177842	62.332394505751	xing2	to appear/to look/form/shape
319	望	177387	62.400922684034	wang4	hope/expect/to visit/to gaze (into the distance)/look towards/towards
320	传	176625	62.469156486338	chuan2/zhuan4	to pass on/to spread/to transmit/to infect/to transfer/to circulate/to pass on/to conduct (electricity), biography
321	八	176594	62.537378312716	ba1	eight/8
322	府	175390	62.605135009594	fu3	prefecture/mansion
323	眼	175349	62.672875867344	yan3	eye
324	领	175241	62.740575002514	ling3	neck/collar/to lead/to receive
325	清	175235	62.808271819764	qing1	clear/distinct/complete/pure
326	决	174391	62.875642582779	jue2	breach (a dyke)/to decide/to determine
327	笑	173440	62.9426459553	xiao4	laugh/smile
328	告	173343	63.009611854763	gao4	to tell/to inform/to say
329	叫	170831	63.075607317927	jiao4	to (be) call(ed)
330	队	170486	63.141469500628	dui4	squadron/team/group
331	强	169857	63.207088687934	qiang2	strength/force/power/powerful/better
332	往	169310	63.2724965581	wang3/wang4	to go (in a direction)/past/previous/towards, toward/(of a train) bound for
333	区	168843	63.33772401674	ou1/qu1	Ou (surname), area/region/district/small/distinguish
334	交	168593	63.402854895335	jiao1	to deliver/to turn over/to make friends/to intersect (lines)/to pay (money)
335	武	168547	63.467968003201	wu3	martial/military
336	达	168497	63.533061795058	da2	attain/pass through/achieve/reach/realize/clear/inform/notify/dignity
337	社	168283	63.598072914396	she4	society/group
338	权	166785	63.6625053261	quan2	authority/power/right
339	科	165989	63.726630226938	ke1	branch of study/administrative section/division/field/branch/stage directions/family (taxonomy)/rules/laws/to mete out (punishment)/to levy (taxes, etc.)/to fine somebody
340	九	165868	63.790708383034	jiu3	nine/9
341	设	165610	63.854686868523	she4	to set up/to arrange/to establish/to found/to display
342	李	164342	63.918175500021	li3	(a surname)/plum
343	观	164070	63.981559052428	guan1/guan4	to look at/to watch/to observe/to behold, Taoist monastery
344	记	163761	64.044823231899	ji4	to remember/to note/mark/sign/to record
345	改	162950	64.107774105701	gai3	to change/to alter/to transform/to correct
346	展	162560	64.170574314633	zhan3	to use/to spread out/to postpone/to unfold
347	字	162385	64.233306917532	zi4	letter/symbol/character/word
348	故	162249	64.295986980886	gu4	happening/instance/reason/cause/deceased/old
349	品	161665	64.358441433254	pin3	conduct/grade/thing/product/good
350	议	161057	64.42066100295	yi4	criticize/discuss
351	象	160760	64.482765835552	xiang4	shape/form/appearance/elephant/image under a map (math.)
352	花	160137	64.54462999068	hua1	flower/blossom/to spend (money, time)/fancy pattern
353	七	159351	64.606190498144	qi1	seven/7
354	完	159273	64.667720872635	wan2	to finish/to be over/whole/complete/entire
355	林	158915	64.729112944499	lin2	woods/forest
356	基	158901	64.790499607881	ji1	base/foundation/basic/radical (chem.)
